[Measurement conditions]		
Sample identification		
Comment		
Anode material	Cu	
K-Alpha1 wavelength	1.540598	
K-Alpha2 wavelength	1.544426	
Ratio K-Alpha2/K-Alpha1	0.5	
Divergence slit	Fixed	1.00mm
Receiving slit	1	
Monochromator used	YES	
Generator voltage	45	
Tube current	40	
File date and time	7/7/2006 19:37	
Unit cell		
h k l	 1 1 3	
No. of scans	18	
Psi range	0	85	5														
Phi range	0	360	5														
No. of points per scan	72																
Scan type	CONTINUOUS																
2Theta	38.891																
Omega	19.4455																
X	-12																
Y	12																
Z	2.45																
Time per step	1																
216	188	215	223	231	208	171	161	132	119	118	99	73	71	59	49	42	21
211	186	176	200	223	233	205	156	131	128	106	95	114	101	78	64	48	28
190	198	174	212	243	236	229	173	115	144	127	131	109	82	89	81	60	33
204	207	188	223	222	263	225	204	162	135	144	123	103	75	66	73	48	29
239	215	186	212	257	234	240	188	172	169	132	125	85	89	61	59	38	18
194	197	174	222	202	258	237	207	190	148	144	128	88	70	75	54	37	28
202	173	199	237	225	209	225	252	183	148	142	99	85	57	66	54	37	18
211	210	195	209	176	220	230	191	162	189	132	102	73	75	74	53	33	18
202	204	196	206	223	202	236	184	183	153	118	80	80	74	84	74	37	24
210	198	195	204	239	219	202	170	177	162	128	105	123	77	61	61	52	22
206	188	184	266	239	193	187	160	168	136	119	125	106	77	67	59	36	24
202	179	192	231	222	230	168	178	135	120	129	127	121	102	88	86	63	23
214	205	182	268	206	206	171	144	128	145	145	134	128	107	90	103	68	28
209	210	203	228	242	196	147	125	130	118	137	107	112	103	68	63	40	18
198	191	221	242	236	205	159	127	114	125	126	107	96	80	67	48	34	12
210	181	194	235	232	217	178	150	121	138	123	125	100	81	80	52	31	18
212	213	201	248	248	230	184	148	107	103	123	134	116	77	77	49	41	17
196	189	226	238	242	201	182	145	135	117	131	134	142	124	75	63	40	22
207	184	250	242	233	221	197	142	125	117	119	141	162	124	103	74	47	21
189	188	221	255	273	221	189	151	134	111	119	125	131	136	99	74	31	18
196	207	217	287	255	221	204	152	125	121	122	92	130	137	108	73	44	26
194	204	227	244	248	245	194	161	146	111	106	99	81	75	68	54	36	26
211	200	241	237	259	241	195	155	129	135	95	92	65	63	81	60	30	21
198	196	230	246	294	236	201	186	120	138	105	87	89	63	65	49	31	9
162	201	228	246	247	208	206	144	136	160	124	91	99	86	74	64	37	24
199	182	196	243	226	228	191	147	137	134	128	124	86	93	62	47	35	18
192	184	197	235	234	178	148	165	146	156	134	120	109	83	65	52	33	13
201	177	217	254	221	198	204	122	153	154	132	138	94	86	77	58	33	27
201	173	215	222	235	197	154	131	153	142	142	110	115	86	79	52	54	30
176	207	209	205	227	180	156	144	127	143	131	127	124	111	81	64	38	25
209	196	191	215	224	165	144	139	131	129	130	116	132	112	80	72	40	30
209	211	225	206	230	169	165	121	124	100	96	93	84	87	71	63	39	25
206	216	206	224	223	200	172	148	130	119	97	75	64	87	87	44	29	17
200	208	217	233	204	187	147	169	160	150	114	94	76	79	95	57	51	18
211	205	215	233	215	199	187	164	163	128	111	108	106	107	89	77	79	22
182	185	229	220	222	180	133	170	177	169	144	162	125	108	89	76	59	32
210	197	213	218	217	186	152	155	181	149	133	154	120	100	99	47	36	18
184	186	218	200	244	189	171	164	160	143	150	140	125	113	77	64	38	24
189	215	244	217	223	186	161	131	134	129	134	142	128	106	99	68	50	18
229	214	234	222	219	203	160	123	126	108	117	130	108	94	70	55	50	29
183	213	200	219	212	167	147	109	115	113	116	104	92	84	82	62	57	29
184	198	254	232	226	193	169	128	108	96	91	95	91	86	58	64	51	37
184	246	226	227	224	223	153	139	115	102	107	86	81	83	104	83	52	24
177	206	213	217	230	195	186	160	136	114	96	92	80	66	66	54	53	24
194	210	224	232	216	216	226	180	161	107	97	75	66	79	52	54	54	16
206	216	231	232	223	217	218	182	167	150	114	98	57	77	70	44	55	28
207	214	217	187	201	181	213	220	200	135	114	100	93	84	66	61	38	28
197	223	233	207	208	201	214	205	178	165	129	111	82	88	61	57	49	20
207	219	243	219	205	185	213	183	203	154	167	105	108	96	89	58	34	18
187	228	253	230	192	174	208	200	192	148	129	131	112	99	79	60	41	12
219	217	257	238	206	184	180	187	180	148	139	142	111	93	70	58	33	19
183	228	287	277	241	180	175	170	180	138	132	118	97	81	61	59	43	14
218	225	275	262	234	180	161	171	160	140	112	94	84	56	63	63	47	22
211	238	260	286	210	172	137	143	124	122	93	84	81	48	48	45	42	30
218	252	279	276	217	200	150	133	118	119	106	117	72	79	59	62	62	34
221	238	319	320	254	188	190	131	121	118	92	89	91	64	70	78	56	39
209	216	304	298	248	176	156	147	130	89	112	89	93	96	89	93	59	28
210	265	302	311	229	217	156	137	141	115	112	109	95	95	107	76	57	35
222	250	305	287	219	203	177	160	149	117	121	83	103	95	97	69	50	25
212	223	273	315	255	211	188	144	135	132	104	96	78	81	63	57	44	19
224	241	249	298	279	222	204	147	141	115	88	88	77	59	62	39	33	29
189	231	299	283	264	246	202	177	159	118	113	105	97	70	53	53	27	15
213	244	256	253	255	211	210	174	161	147	128	129	132	129	99	81	40	17
224	222	249	276	264	259	209	182	146	132	131	156	167	184	113	80	55	23
206	221	270	210	279	229	194	170	150	119	122	149	188	151	125	65	64	36
208	239	237	240	239	224	209	173	184	137	118	142	124	102	64	58	39	17
228	232	224	219	217	216	209	202	162	136	101	123	101	73	62	44	40	21
210	199	206	206	203	210	189	180	141	146	150	122	92	85	66	49	45	35
210	181	235	212	201	197	174	165	148	149	136	109	82	61	59	45	39	27
216	215	202	197	215	220	176	136	150	140	127	105	91	78	80	64	39	19
193	226	199	219	225	209	174	180	140	128	108	102	84	63	51	47	29	26
191	227	192	211	220	203	195	164	122	118	98	96	67	69	42	33	38	21
